案件,縣市,鄉鎮市區,同意票數,不同意票數,有效票數,無效票數,投票數,投票權人數
c09,新北市,泰山區,25751,7077,32828,2195,35023,64252
c09,新北市,淡水區,56884,15744,72628,4275,76903,147272
c09,新北市,深坑區,8138,2354,10492,709,11201,20624
c09,新北市,烏來區,1998,531,2529,167,2696,5264
c09,新北市,瑞芳區,11889,3499,15388,1389,16777,35036
c09,新北市,石碇區,2295,801,3096,305,3401,6861
c09,新北市,石門區,3763,1130,4893,535,5428,10528
c09,新北市,萬里區,6706,1960,8666,881,9547,19297
c09,新北市,蘆洲區,62795,19292,82087,6999,89086,167457
c09,新北市,貢寮區,3212,1103,4315,491,4806,11279
c09,新北市,金山區,6592,2052,8644,929,9573,18978
c09,新北市,雙溪區,2684,763,3447,415,3862,7999
c09,新北市,鶯歌區,27021,7767,34788,2543,37331,71645
c09,新竹市,,146486,39257,185743,10937,196680,351775
c09,新竹市,北區,50518,13579,64097,4102,68199,123122
c09,新竹市,東區,69052,18559,87611,4576,92187,163757
c09,新竹市,香山區,26916,7119,34035,2259,36294,64896
c09,新竹縣,,187845,47564,235409,14059,249468,445051
c09,新竹縣,五峰鄉,1167,381,1548,103,1651,3997
c09,新竹縣,北埔鄉,3408,853,4261,284,4545,8180
c09,新竹縣,寶山鄉,5620,1533,7153,431,7584,12973
c09,新竹縣,尖石鄉,2212,713,2925,213,3138,7364
c09,新竹縣,峨眉鄉,2175,595,2770,279,3049,5068
c09,新竹縣,新埔鎮,12046,3055,15101,1093,16194,28894
c09,新竹縣,新豐鄉,19113,4910,24023,1488,25511,45790
c09,新竹縣,橫山鄉,4871,1288,6159,516,6675,11346
c09,新竹縣,湖口鄉,26766,6632,33398,1932,35330,63511
c09,新竹縣,竹北市,60847,14949,75796,3703,79499,137129
c09,新竹縣,竹東鎮,31963,7885,39848,2370,42218,78794
c09,新竹縣,芎林鄉,7422,2022,9444,673,10117,17293
c09,新竹縣,關西鎮,10235,2748,12983,974,13957,24712
c09,桃園市,,688091,178491,866582,53039,919621,1801823
c09,桃園市,中壢區,133601,31671,165272,9376,174648,334402
c09,桃園市,八德區,61711,15775,77486,5315,82801,165065
c09,桃園市,大園區,26424,7468,33892,2188,36080,73900
c09,桃園市,大溪區,29096,8537,37633,3237,40870,78285
c09,桃園市,平鎮區,73505,18054,91559,4915,96474,183560
c09,桃園市,復興區,3523,1008,4531,414,4945,9766
c09,桃園市,新屋區,16624,4714,21338,1533,22871,41461
c09,桃園市,桃園區,135146,36154,171300,9713,181013,359790
c09,桃園市,楊梅區,52981,12652,65633,3838,69471,137917
c09,桃園市,蘆竹區,47832,13297,61129,3997,65126,129252
c09,桃園市,觀音區,19925,5698,25623,1844,27467,55149
c09,桃園市,龍潭區,40992,9904,50896,2941,53837,101574
c09,桃園市,龜山區,46731,13559,60290,3728,64018,131702
c09,澎湖縣,,28923,7616,36539,3443,39982,90405
c09,澎湖縣,七美鄉,660,215,875,118,993,3374
c09,澎湖縣,望安鄉,1146,380,1526,233,1759,4628
c09,澎湖縣,湖西鄉,3895,988,4883,469,5352,12741
c09,澎湖縣,白沙鄉,2487,741,3228,372,3600,8625
c09,澎湖縣,西嶼鄉,1545,522,2067,362,2429,7382
c09,澎湖縣,馬公市,19190,4770,23960,1889,25849,53655
c09,臺中市,,979821,256540,1236361,81945,1318306,2295642
c09,臺中市,中區,5791,1823,7614,526,8140,14696
c09,臺中市,北區,52039,13793,65832,3502,69334,124621
c09,臺中市,北屯區,98529,23765,122294,7061,129355,227720
c09,臺中市,南區,46759,12828,59587,3822,63409,103643
c09,臺中市,南屯區,60752,16391,77143,4455,81598,135448
c09,臺中市,后里區,18978,5164,24142,1842,25984,44962
c09,臺中市,和平區,4219,1051,5270,393,5663,9498
c09,臺中市,外埔區,11940,2774,14714,1017,15731,27059
c09,臺中市,大安區,6877,1904,8781,907,9688,16520
c09,臺中市,大甲區,26358,6823,33181,2601,35782,63069
c09,臺中市,大肚區,20208,5225,25433,1993,27426,47457
c09,臺中市,大里區,70764,18720,89484,6179,95663,171769
c09,臺中市,大雅區,33234,7930,41164,2665,43829,77189
c09,臺中市,太平區,63860,16284,80144,5343,85487,157926
c09,臺中市,新社區,8051,2049,10100,760,10860,20860
c09,臺中市,東勢區,18187,4704,22891,2135,25026,43181
c09,臺中市,東區,27322,7695,35017,2488,37505,64291
c09,臺中市,梧棲區,19604,5267,24871,1888,26759,47040
c09,臺中市,沙鹿區,31524,7795,39319,2682,42001,74207
c09,臺中市,清水區,30691,8080,38771,3018,41789,71528
c09,臺中市,潭子區,38184,9737,47921,2886,50807,89487
c09,臺中市,烏日區,26319,7090,33409,2506,35915,61705
c09,臺中市,石岡區,5462,1576,7038,585,7623,12880
c09,臺中市,神岡區,23245,6451,29696,2231,31927,54565
c09,臺中市,西區,40385,11765,52150,2891,55041,95040
c09,臺中市,西屯區,79926,20371,100297,5642,105939,183814
c09,臺中市,豐原區,60188,16041,76229,5127,81356,136658
c09,臺中市,霧峰區,24158,6486,30644,2571,33215,55225
c09,臺中市,龍井區,26267,6958,33225,2229,35454,63584
c09,臺北市,,922395,279844,1202239,74941,1277180,2228430
c09,臺北市,中山區,78403,25525,103928,6836,110764,195148
c09,臺北市,中正區,54214,16318,70532,3896,74428,128292
c09,臺北市,信義區,80252,22789,103041,6057,109098,190444
c09,臺北市,內湖區,101210,28795,130005,6798,136803,236824
c09,臺北市,北投區,85399,26239,111638,7510,119148,213250
c09,臺北市,南港區,42721,12523,55244,3123,58367,101907
c09,臺北市,士林區,95594,32145,127739,9355,137094,241854
c09,臺北市,大同區,42181,15060,57241,4408,61649,107557
c09,臺北市,大安區,105524,31885,137409,7116,144525,252645
c09,臺北市,文山區,100344,26928,127272,7692,134964,227211
c09,臺北市,松山區,72672,21614,94286,5549,99835,169278
c09,臺北市,萬華區,63881,20023,83904,6601,90505,164020
c09,臺南市,,560594,178274,738868,60334,799202,1594821
c09,臺南市,七股區,5754,1890,7644,781,8425,19950
c09,臺南市,下營區,6443,2029,8472,969,9441,20947
c09,臺南市,中西區,24374,8814,33188,2516,35704,65261
c09,臺南市,仁德區,24009,7048,31057,2573,33630,64632
c09,臺南市,佳里區,18292,5510,23802,1986,25788,50407
c09,臺南市,六甲區,6067,2143,8210,895,9105,19144
c09,臺南市,北區,41607,13080,54687,3729,58416,110906
c09,臺南市,北門區,2663,846,3509,292,3801,9925
c09,臺南市,南化區,2456,808,3264,355,3619,7786
c09,臺南市,南區,37203,12765,49968,4367,54335,108650
c09,臺南市,善化區,13857,4592,18449,1620,20069,39950
c09,臺南市,大內區,2718,875,3593,429,4022,8654
c09,臺南市,學甲區,7318,2285,9603,855,10458,22567
c09,臺南市,安南區,57329,18271,75600,6561,82161,159654
c09,臺南市,安定區,9470,2944,12414,1263,13677,26104
c09,臺南市,安平區,19673,6250,25923,1661,27584,55379
c09,臺南市,官田區,5969,2099,8068,687,8755,18675
c09,臺南市,將軍區,5072,1558,6630,665,7295,17754
c09,臺南市,山上區,1873,609,2482,275,2757,6511
c09,臺南市,左鎮區,1234,439,1673,231,1904,4418
c09,臺南市,後壁區,6290,1929,8219,1046,9265,20841
c09,臺南市,新化區,13548,4320,17868,1826,19694,37296
c09,臺南市,新市區,11298,3479,14777,1250,16027,30386
c09,臺南市,新營區,22908,6715,29623,1878,31501,64949
c09,臺南市,東區,58738,18683,77421,4959,82380,153359
c09,臺南市,東山區,4446,1557,6003,746,6749,18471
c09,臺南市,柳營區,6152,1934,8086,937,9023,18804
c09,臺南市,楠西區,2572,744,3316,341,3657,8528
c09,臺南市,歸仁區,20762,6557,27319,2338,29657,57387
c09,臺南市,永康區,71529,21293,92822,6646,99468,195001
c09,臺南市,玉井區,4104,1186,5290,505,5795,12357
c09,臺南市,白河區,6981,2370,9351,909,10260,24894
c09,臺南市,西港區,6712,2132,8844,761,9605,21564
c09,臺南市,關廟區,10607,3519,14126,1243,15369,29913
c09,臺南市,鹽水區,6972,2373,9345,886,10231,22121
c09,臺南市,麻豆區,12403,4280,16683,1193,17876,37963
c09,臺南市,龍崎區,1191,348,1539,160,1699,3713
c09,臺東縣,,65154,19668,84822,9028,93850,185996
c09,臺東縣,卑南鄉,5260,1677,6937,840,7777,14976
c09,臺東縣,大武鄉,1563,565,2128,543,2671,5266
c09,臺東縣,太麻里鄉,3009,1008,4017,545,4562,9666
c09,臺東縣,延平鄉,979,346,1325,186,1511,2930
c09,臺東縣,成功鎮,4034,1197,5231,846,6077,12426
c09,臺東縣,東河鄉,2037,739,2776,424,3200,7635
c09,臺東縣,池上鄉,2180,719,2899,342,3241,7162
c09,臺東縣,海端鄉,1102,424,1526,206,1732,3278
c09,臺東縣,綠島鄉,1139,317,1456,92,1548,3579
c09,臺東縣,臺東市,34398,9425,43823,3431,47254,87803
c09,臺東縣,蘭嶼鄉,972,443,1415,128,1543,4181
c09,臺東縣,達仁鄉,1191,388,1579,186,1765,3137
c09,臺東縣,金峰鄉,1011,396,1407,210,1617,3028
c09,臺東縣,長濱鄉,1578,567,2145,448,2593,6484
c09,臺東縣,關山鎮,2664,750,3414,259,3673,7509
c09,臺東縣,鹿野鄉,2037,707,2744,342,3086,6936
c09,花蓮縣,,104326,28174,132500,11987,144487,278059
c09,花蓮縣,光復鄉,3869,1206,5075,741,5816,11417
c09,花蓮縣,卓溪鄉,1801,540,2341,338,2679,4947
c09,花蓮縣,吉安鄉,28426,6905,35331,2503,37834,72116
c09,花蓮縣,壽豐鄉,5961,1919,7880,861,8741,15847
c09,花蓮縣,富里鄉,2681,890,3571,547,4118,9065
c09,花蓮縣,新城鄉,6577,1897,8474,685,9159,17029
c09,花蓮縣,玉里鎮,6471,1980,8451,1232,9683,20650
c09,花蓮縣,瑞穗鄉,3418,1003,4421,601,5022,10279
c09,花蓮縣,秀林鄉,4080,1398,5478,550,6028,12562
c09,花蓮縣,花蓮市,34380,8293,42673,2728,45401,84807
c09,花蓮縣,萬榮鄉,1748,734,2482,344,2826,5269
c09,花蓮縣,豐濱鄉,1129,456,1585,302,1887,4395
c09,花蓮縣,鳳林鎮,3785,953,4738,555,5293,9676
c09,苗栗縣,,190918,51594,242512,18483,260995,461580
c09,苗栗縣,三灣鄉,2313,742,3055,320,3375,5852
c09,苗栗縣,三義鄉,6215,1468,7683,453,8136,13889
c09,苗栗縣,公館鄉,12057,3320,15377,1336,16713,28318
c09,苗栗縣,卓蘭鎮,6068,1785,7853,698,8551,14772
c09,苗栗縣,南庄鄉,2985,947,3932,376,4308,8784
c09,苗栗縣,大湖鄉,4826,1340,6166,561,6727,12653
c09,苗栗縣,後龍鎮,11663,3645,15308,1670,16978,30948
c09,苗栗縣,泰安鄉,2394,688,3082,275,3357,5180
c09,苗栗縣,獅潭鄉,1450,374,1824,194,2018,3968
c09,苗栗縣,竹南鎮,28434,7574,36008,2346,38354,68528
c09,苗栗縣,苑裡鎮,15629,4685,20314,1797,22111,38890
c09,苗栗縣,苗栗市,33058,7432,40490,2312,42802,74249
c09,苗栗縣,西湖鄉,2572,703,3275,247,3522,6382
c09,苗栗縣,通霄鎮,10767,3578,14345,1550,15895,29709
c09,苗栗縣,造橋鄉,4561,1261,5822,591,6413,11027
c09,苗栗縣,銅鑼鄉,6390,1673,8063,577,8640,15424
c09,苗栗縣,頭份市,35262,8947,44209,2801,47010,83617
c09,苗栗縣,頭屋鄉,4274,1432,5706,379,6085,9390
c09,連江縣,,4751,736,5487,248,5735,11205
c09,連江縣,北竿鄉,888,162,1050,53,1103,2125
c09,連江縣,南竿鄉,2746,396,3142,132,3274,6461
c09,連江縣,東引鄉,497,66,563,18,581,1138
c09,連江縣,莒光鄉,620,112,732,45,777,1481
c09,金門縣,,33982,6656,40638,3092,43730,122695
c09,金門縣,烈嶼鄉,3399,572,3971,283,4254,11676
c09,金門縣,烏坵鄉,135,19,154,11,165,567
c09,金門縣,金城鎮,10357,1954,12311,872,13183,37815
c09,金門縣,金寧鄉,7833,1706,9539,651,10190,28162
c09,金門縣,金沙鎮,5110,907,6017,545,6562,18560
c09,金門縣,金湖鎮,7148,1498,8646,730,9376,25915
c09,雲林縣,,205923,61421,267344,29764,297108,584480
c09,雲林縣,二崙鄉,7059,2495,9554,1370,10924,23367
c09,雲林縣,元長鄉,6209,2193,8402,1168,9570,22830
c09,雲林縣,北港鎮,12419,3822,16241,2050,18291,33958
c09,雲林縣,口湖鄉,7175,2418,9593,1543,11136,24193
c09,雲林縣,古坑鄉,9837,2928,12765,1454,14219,27477
c09,雲林縣,四湖鄉,5308,1658,6966,1030,7996,20983
c09,雲林縣,土庫鎮,8494,2672,11166,1471,12637,24412
c09,雲林縣,大埤鄉,5545,2021,7566,839,8405,16509
c09,雲林縣,崙背鄉,6828,2094,8922,1095,10017,21050
c09,雲林縣,斗六市,37857,9790,47647,3219,50866,89761
c09,雲林縣,斗南鎮,15189,4288,19477,1835,21312,38138
c09,雲林縣,東勢鄉,4284,1330,5614,843,6457,13239
c09,雲林縣,林內鄉,5885,1800,7685,1061,8746,15551
c09,雲林縣,水林鄉,6252,2074,8326,1211,9537,22508
c09,雲林縣,臺西鄉,6431,1833,8264,1227,9491,21125
c09,雲林縣,莿桐鄉,8760,3042,11802,1627,13429,24570
c09,雲林縣,虎尾鎮,22054,6123,28177,2270,30447,58167
c09,雲林縣,褒忠鄉,3848,1298,5146,550,5696,11381
c09,雲林縣,西螺鎮,13877,4030,17907,2025,19932,38142
c09,雲林縣,麥寮鄉,12612,3512,16124,1876,18000,37119
c09,高雄市,,968007,290441,1258448,97698,1356146,2353342
c09,高雄市,三民區,120091,37189,157280,10524,167804,289519
c09,高雄市,仁武區,30858,8796,39654,2570,42224,73611
c09,高雄市,內門區,3998,1359,5357,762,6119,13002
c09,高雄市,六龜區,3496,1226,4722,698,5420,11501
c09,高雄市,前金區,9799,3417,13216,904,14120,23928
c09,高雄市,前鎮區,65326,20199,85525,7215,92740,161797
c09,高雄市,大寮區,38925,11430,50355,4150,54505,97309
c09,高雄市,大樹區,13972,4324,18296,1704,20000,36772
c09,高雄市,大社區,11744,3908,15652,1396,17048,30046
c09,高雄市,小港區,55215,15762,70977,5177,76154,132733
c09,高雄市,岡山區,35934,9783,45717,3433,49150,81244
c09,高雄市,左營區,71184,19573,90757,5424,96181,161367
c09,高雄市,彌陀區,6401,2587,8988,1082,10070,16487
c09,高雄市,新興區,18404,6488,24892,1616,26508,44355
c09,高雄市,旗山區,12146,3836,15982,1525,17507,31996
c09,高雄市,旗津區,8132,2910,11042,1324,12366,24860
c09,高雄市,杉林區,3088,1137,4225,507,4732,10607
c09,高雄市,林園區,22575,6889,29464,2778,32242,59129
c09,高雄市,桃源區,1239,395,1634,109,1743,3498
c09,高雄市,梓官區,12179,3914,16093,1582,17675,31025
c09,高雄市,楠梓區,65274,18600,83874,7198,91072,153132
c09,高雄市,橋頭區,13650,4323,17973,1929,19902,32565
c09,高雄市,永安區,5146,1654,6800,682,7482,12001
c09,高雄市,湖內區,9497,3356,12853,1079,13932,25729
c09,高雄市,燕巢區,10042,3140,13182,1444,14626,26012
c09,高雄市,田寮區,2021,706,2727,358,3085,6671
c09,高雄市,甲仙區,1767,518,2285,314,2599,5417
c09,高雄市,美濃區,13318,3814,17132,1879,19011,35311
c09,高雄市,苓雅區,62255,19545,81800,5685,87485,146786
c09,高雄市,茂林區,758,213,971,90,1061,1615
c09,高雄市,茄萣區,9093,3132,12225,1502,13727,26212
c09,高雄市,路竹區,17739,5509,23248,2307,25555,43850
c09,高雄市,那瑪夏區,917,303,1220,165,1385,2424
c09,高雄市,阿蓮區,9103,2878,11981,954,12935,24534
c09,高雄市,鳥松區,16620,5282,21902,1550,23452,39191
c09,高雄市,鳳山區,129085,35291,164376,11320,175696,300510
c09,高雄市,鹽埕區,8309,2943,11252,676,11928,21617
c09,高雄市,鼓山區,48707,14112,62819,4086,66905,114979
c10,全國,,7658008,2907429,10565437,459508,11024945,19757067
c10,南投縣,,184051,52700,236751,12381,249132,427089
c10,南投縣,中寮鄉,5748,1422,7170,495,7665,13181
c10,南投縣,仁愛鄉,5702,1196,6898,347,7245,12589
c10,南投縣,信義鄉,6891,1216,8107,412,8519,13299
c10,南投縣,南投市,37547,11607,49154,2104,51258,84328
c10,南投縣,名間鄉,14533,4339,18872,1282,20154,33408
c10,南投縣,國姓鄉,7089,1754,8843,554,9397,16597
c10,南投縣,埔里鎮,29571,8292,37863,1923,39786,68763
c10,南投縣,水里鄉,6392,1795,8187,478,8665,15458
c10,南投縣,竹山鎮,19254,5389,24643,1474,26117,47034
c10,南投縣,草屯鎮,35215,11289,46504,2014,48518,82922
c10,南投縣,集集鎮,4034,1229,5263,319,5582,9611
c10,南投縣,魚池鄉,5603,1534,7137,479,7616,13958
c10,南投縣,鹿谷鄉,6472,1638,8110,500,8610,15941
c10,嘉義市,,86583,32815,119398,3759,123157,221553
c10,嘉義市,東區,38806,15349,54155,1598,55753,100647
c10,嘉義市,西區,47777,17466,65243,2161,67404,120906
c10,嘉義縣,,166655,48809,215464,12809,228273,442775
c10,嘉義縣,中埔鄉,13696,4097,17793,899,18692,39139
c10,嘉義縣,六腳鄉,6755,1735,8490,546,9036,20821
c10,嘉義縣,大埔鄉,1585,501,2086,114,2200,3999
c10,嘉義縣,大林鎮,10329,3045,13374,707,14081,26922
c10,嘉義縣,太保市,12266,3958,16224,933,17157,31568
c10,嘉義縣,布袋鎮,8612,2355,10967,848,11815,23965
c10,嘉義縣,新港鄉,10873,3212,14085,942,15027,27342
c10,嘉義縣,朴子市,13420,4113,17533,935,18468,35191
c10,嘉義縣,東石鄉,6940,1640,8580,646,9226,21915
c10,嘉義縣,梅山鄉,6892,1988,8880,671,9551,17083
c10,嘉義縣,民雄鄉,23825,7586,31411,1672,33083,61209
c10,嘉義縣,水上鄉,17400,4998,22398,1083,23481,43857
c10,嘉義縣,溪口鄉,4982,1458,6440,450,6890,13105
c10,嘉義縣,番路鄉,4281,1105,5386,315,5701,10156
c10,嘉義縣,竹崎鄉,12242,3347,15589,868,16457,31228
c10,嘉義縣,義竹鄉,6137,1837,7974,565,8539,16647
c10,嘉義縣,阿里山鄉,1767,371,2138,97,2235,4691
c10,嘉義縣,鹿草鄉,4653,1463,6116,518,6634,13937
c10,基隆市,,116173,44691,160864,6056,166920,320030
c10,基隆市,七堵區,17231,6505,23736,917,24653,46256
c10,基隆市,中山區,15249,5791,21040,835,21875,41856
c10,基隆市,中正區,15445,5335,20780,966,21746,45545
c10,基隆市,仁愛區,13703,5184,18887,879,19766,36738
c10,基隆市,信義區,16896,6719,23615,759,24374,46014
c10,基隆市,安樂區,25328,10288,35616,1183,36799,70396
c10,基隆市,暖暖區,12321,4869,17190,517,17707,33225
c10,宜蘭縣,,150234,55064,205298,11224,216522,386089
c10,宜蘭縣,三星鄉,6950,2597,9547,547,10094,19051
c10,宜蘭縣,五結鄉,13075,4826,17901,931,18832,34892
c10,宜蘭縣,冬山鄉,17229,6321,23550,1142,24692,45405
c10,宜蘭縣,南澳鄉,2366,401,2767,124,2891,4644
c10,宜蘭縣,員山鄉,10506,3689,14195,1036,15231,28131
c10,宜蘭縣,壯圍鄉,8704,3073,11777,765,12542,21447
c10,宜蘭縣,大同鄉,3001,443,3444,113,3557,4935
c10,宜蘭縣,宜蘭市,30720,12445,43165,1929,45094,79167
c10,宜蘭縣,礁溪鄉,11795,4186,15981,918,16899,31084
c10,宜蘭縣,羅東鎮,22790,9020,31810,1500,33310,57686
c10,宜蘭縣,蘇澳鎮,13507,4747,18254,1306,19560,34512
c10,宜蘭縣,頭城鎮,9591,3316,12907,913,13820,25135
c10,屏東縣,,270712,85379,356091,21016,377107,711720
c10,屏東縣,三地門鄉,2964,846,3810,164,3974,6373
c10,屏東縣,九如鄉,7418,2324,9742,739,10481,19132
c10,屏東縣,佳冬鄉,6104,1799,7903,641,8544,17063
c10,屏東縣,來義鄉,2890,701,3591,205,3796,6257
c10,屏東縣,內埔鄉,16703,5211,21914,1228,23142,47558
c10,屏東縣,南州鄉,3652,1170,4822,322,5144,9479
c10,屏東縣,屏東市,64865,22657,87522,3447,90969,170148
c10,屏東縣,崁頂鄉,4526,1549,6075,384,6459,12270
c10,屏東縣,恆春鎮,8603,2827,11430,696,12126,25661
c10,屏東縣,新園鄉,11532,3587,15119,1213,16332,30706
c10,屏東縣,新埤鄉,3349,899,4248,341,4589,9033
c10,屏東縣,春日鄉,1286,407,1693,46,1739,3923
c10,屏東縣,東港鎮,15278,4663,19941,1197,21138,39495
c10,屏東縣,枋寮鄉,8342,2303,10645,806,11451,21394
c10,屏東縣,枋山鄉,1831,533,2364,168,2532,4856
c10,屏東縣,林邊鄉,6383,1765,8148,648,8796,15691
c10,屏東縣,泰武鄉,2193,574,2767,124,2891,4344
c10,屏東縣,滿州鄉,2250,692,2942,167,3109,7206
c10,屏東縣,潮州鎮,17588,5413,23001,1142,24143,46444
c10,屏東縣,牡丹鄉,1327,452,1779,63,1842,4314
c10,屏東縣,獅子鄉,2115,446,2561,93,2654,4230
c10,屏東縣,琉球鄉,3577,818,4395,332,4727,10706
c10,屏東縣,瑪家鄉,2897,762,3659,128,3787,5663
c10,屏東縣,竹田鄉,6363,1888,8251,631,8882,15353
c10,屏東縣,萬丹鄉,17040,5202,22242,1453,23695,43478
c10,屏東縣,萬巒鄉,6818,1954,8772,599,9371,17945
c10,屏東縣,車城鄉,2257,757,3014,198,3212,7595
c10,屏東縣,里港鄉,8492,2892,11384,971,12355,22128
c10,屏東縣,長治鄉,10288,3361,13649,882,14531,26256
c10,屏東縣,霧臺鄉,1694,464,2158,65,2223,2950
c10,屏東縣,高樹鄉,7475,2444,9919,931,10850,21697
c10,屏東縣,鹽埔鄉,8460,2554,11014,725,11739,22402
c10,屏東縣,麟洛鄉,4152,1465,5617,267,5884,9970
c10,彰化縣,,447132,139760,586892,28923,615815,1066994
c10,彰化縣,二林鎮,16632,4841,21473,1303,22776,42976
c10,彰化縣,二水鄉,5976,1711,7687,445,8132,13339
c10,彰化縣,伸港鄉,12387,4001,16388,900,17288,30407
c10,彰化縣,北斗鎮,11911,3461,15372,821,16193,27593
c10,彰化縣,和美鎮,30653,10373,41026,1809,42835,75286
c10,彰化縣,員林市,41969,14102,56071,2267,58338,102028
c10,彰化縣,埔心鄉,13270,4073,17343,1013,18356,29642
c10,彰化縣,埔鹽鄉,12636,3341,15977,989,16966,28026
c10,彰化縣,埤頭鄉,9848,2898,12746,902,13648,25677
c10,彰化縣,大城鄉,4311,1049,5360,403,5763,14713
c10,彰化縣,大村鄉,13606,4239,17845,874,18719,31492
c10,彰化縣,彰化市,82890,29022,111912,4211,116123,190995
c10,彰化縣,永靖鄉,13773,4101,17874,896,18770,31239
c10,彰化縣,溪州鄉,9746,2733,12479,816,13295,25405
c10,彰化縣,溪湖鎮,19037,6014,25051,1167,26218,45147
c10,彰化縣,田中鎮,15277,4379,19656,989,20645,35391
c10,彰化縣,田尾鄉,10063,2986,13049,752,13801,23179
c10,彰化縣,社頭鄉,15535,4604,20139,917,21056,36306
c10,彰化縣,福興鄉,15883,4653,20536,1075,21611,39745
c10,彰化縣,秀水鄉,13956,4445,18401,927,19328,32394
c10,彰化縣,竹塘鄉,5147,1423,6570,497,7067,12821
c10,彰化縣,線西鄉,6150,1832,7982,454,8436,14065
c10,彰化縣,芬園鄉,8360,2461,10821,652,11473,20408
c10,彰化縣,花壇鄉,17218,5170,22388,926,23314,38924
c10,彰化縣,芳苑鄉,10493,2804,13297,1056,14353,29291
c10,彰化縣,鹿港鎮,30405,9044,39449,1862,41311,70505
c10,新北市,,1259036,539138,1798174,78810,1876984,3375513
c10,新北市,三峽區,34546,13393,47939,2096,50035,94291
c10,新北市,三芝區,6808,2518,9326,501,9827,20119
c10,新北市,三重區,121782,54186,175968,9407,185375,329846
c10,新北市,中和區,134952,57145,192097,7506,199603,355978
c10,新北市,五股區,26544,10584,37128,1731,38859,72443
c10,新北市,八里區,11996,4660,16656,863,17519,32970
c10,新北市,土城區,74066,32234,106300,4371,110671,200783
c10,新北市,坪林區,2167,638,2805,233,3038,5891
c10,新北市,平溪區,1582,385,1967,156,2123,4321
c10,新北市,新店區,101656,43236,144892,5427,150319,264053
c10,新北市,新莊區,132191,57351,189542,8227,197769,344981
c10,新北市,板橋區,176457,77394,253851,10798,264649,463411
c10,新北市,林口區,31765,14737,46502,1863,48365,86203
c10,新北市,樹林區,56928,23771,80699,3859,84558,152102
c10,新北市,永和區,74085,32814,106899,4094,110993,187798
c10,新北市,汐止區,60784,27746,88530,3884,92414,173831
c10,新北市,泰山區,24580,9739,34319,1376,35695,64252
c10,新北市,淡水區,52094,23054,75148,3010,78158,147272
c10,新北市,深坑區,7628,3300,10928,489,11417,20624
c10,新北市,烏來區,2118,672,2790,100,2890,5264
c10,新北市,瑞芳區,12024,4137,16161,972,17133,35036
c10,新北市,石碇區,2501,819,3320,212,3532,6861
c10,新北市,石門區,3815,1320,5135,330,5465,10528
c10,新北市,萬里區,6895,2179,9074,589,9663,19297
c10,新北市,蘆洲區,59667,26519,86186,3860,90046,167457
c10,新北市,貢寮區,3533,1148,4681,364,5045,11279
c10,新北市,金山區,6755,2267,9022,626,9648,18978
c10,新北市,雙溪區,2822,798,3620,281,3901,7999
c10,新北市,鶯歌區,26295,10394,36689,1585,38274,71645
c10,新竹市,,135398,58148,193546,7006,200552,351775
c10,新竹市,北區,47686,19422,67108,2558,69666,123122
c10,新竹市,東區,61929,29183,91112,2981,94093,163757
c10,新竹市,香山區,25783,9543,35326,1467,36793,64896
c10,新竹縣,,181680,63339,245019,8964,253983,445051
c10,新竹縣,五峰鄉,1774,343,2117,65,2182,3997
c10,新竹縣,北埔鄉,3431,1020,4451,209,4660,8180
c10,新竹縣,寶山鄉,5395,1934,7329,307,7636,12973
c10,新竹縣,尖石鄉,3551,573,4124,140,4264,7364
c10,新竹縣,峨眉鄉,2327,594,2921,156,3077,5068
c10,新竹縣,新埔鎮,12060,3598,15658,704,16362,28894
c10,新竹縣,新豐鄉,18858,5985,24843,881,25724,45790
c10,新竹縣,橫山鄉,5052,1310,6362,378,6740,11346
c10,新竹縣,湖口鄉,26323,8274,34597,1276,35873,63511
c10,新竹縣,竹北市,53786,24075,77861,2328,80189,137129
c10,新竹縣,竹東鎮,31110,10315,41425,1472,42897,78794
c10,新竹縣,芎林鄉,7391,2410,9801,446,10247,17293
c10,新竹縣,關西鎮,10622,2908,13530,602,14132,24712
c10,桃園市,,655472,245285,900757,33409,934166,1801823
c10,桃園市,中壢區,123638,46978,170616,5915,176531,334402
c10,桃園市,八德區,58470,21665,80135,3499,83634,165065
c10,桃園市,大園區,26423,9401,35824,1374,37198,73900
c10,桃園市,大溪區,29684,9924,39608,1971,41579,78285
c10,桃園市,平鎮區,69987,24798,94785,3205,97990,183560
c10,桃園市,復興區,4593,762,5355,235,5590,9766
c10,桃園市,新屋區,17013,5147,22160,1106,23266,41461
c10,桃園市,桃園區,123326,53798,177124,6175,183299,359790
c10,桃園市,楊梅區,51619,16617,68236,2449,70685,137917
c10,桃園市,蘆竹區,45943,18188,64131,2227,66358,129252
c10,桃園市,觀音區,20031,6852,26883,1149,28032,55149
c10,桃園市,龍潭區,40228,12745,52973,1797,54770,101574
c10,桃園市,龜山區,44517,18410,62927,2307,65234,131702
c10,澎湖縣,,30169,9187,39356,1884,41240,90405
c10,澎湖縣,七美鄉,727,259,986,42,1028,3374
c10,澎湖縣,望安鄉,1434,396,1830,81,1911,4628
c10,澎湖縣,湖西鄉,4216,1153,5369,265,5634,12741
c10,澎湖縣,白沙鄉,2808,711,3519,187,3706,8625
c10,澎湖縣,西嶼鄉,1842,514,2356,222,2578,7382
c10,澎湖縣,馬公市,19142,6154,25296,1087,26383,53655
